code,last_price,score,advice,change_pct,name
002196,15.41,90,重仓出击 (放量回踩完美),2.32,方正电机
603823,15.94,90,重仓出击 (放量回踩完美),1.46,百合花
002946,18.7,90,重仓出击 (放量回踩完美),0.48,新乳业
600116,6.53,90,重仓出击 (放量回踩完美),0.31,三峡水利
002666,5.49,90,重仓出击 (放量回踩完美),0.37,德联集团
605005,18.89,90,重仓出击 (放量回踩完美),0.21,合兴股份
002932,18.76,90,重仓出击 (放量回踩完美),0.32,明德生物
002322,12.63,90,重仓出击 (放量回踩完美),0.8,理工能科
002803,17.97,90,重仓出击 (放量回踩完美),3.69,吉宏股份
002543,10.2,90,重仓出击 (放量回踩完美),0.1,万和电气
600674,14.05,90,重仓出击 (放量回踩完美),0.07,川投能源
603158,10.56,90,重仓出击 (放量回踩完美),0.28,腾龙股份
600281,6.19,90,重仓出击 (放量回踩完美),1.31,华阳新材
002320,11.27,90,重仓出击 (放量回踩完美),0.18,海峡股份
600829,11.83,90,重仓出击 (放量回踩完美),2.78,人民同泰
002866,18.35,90,重仓出击 (放量回踩完美),0.05,传艺科技
600375,6.15,90,重仓出击 (放量回踩完美),0.49,汉马科技
000701,6.6,90,重仓出击 (放量回踩完美),0.46,厦门信达
603018,7.71,90,重仓出击 (放量回踩完美),1.18,华设集团
002644,8.78,90,重仓出击 (放量回踩完美),0.11,佛慈制药
000567,6.32,90,重仓出击 (放量回踩完美),1.61,海德股份
002420,7.85,90,重仓出击 (放量回踩完美),3.15,毅昌科技
002237,14.24,90,重仓出击 (放量回踩完美),2.59,恒邦股份
002949,16.06,90,重仓出击 (放量回踩完美),2.95,华阳国际
002429,7.75,90,重仓出击 (放量回踩完美),2.65,兆驰股份
600697,13.66,90,重仓出击 (放量回踩完美),0.89,欧亚集团
603213,13.21,90,重仓出击 (放量回踩完美),0.23,镇洋发展
002632,13.05,90,重仓出击 (放量回踩完美),0.77,道明光学
603861,13.12,90,重仓出击 (放量回踩完美),0.92,白云电器
002296,12.43,90,重仓出击 (放量回踩完美),10.0,辉煌科技
000950,6.31,90,重仓出击 (放量回踩完美),5.87,重药控股
002674,14.54,90,重仓出击 (放量回踩完美),2.25,兴业科技
000061,10.05,90,重仓出击 (放量回踩完美),0.9,农 产 品
000680,12.47,90,重仓出击 (放量回踩完美),3.23,山推股份
600969,10.5,90,重仓出击 (放量回踩完美),0.38,郴电国际
600356,8.85,90,重仓出击 (放量回踩完美),0.34,恒丰纸业
600176,17.71,90,重仓出击 (放量回踩完美),0.91,中国巨石
600018,5.47,90,重仓出击 (放量回踩完美),0.18,上港集团
603166,15.89,90,重仓出击 (放量回踩完美),1.08,福达股份
002249,10.99,90,重仓出击 (放量回踩完美),1.67,大洋电机
002593,6.01,90,重仓出击 (放量回踩完美),0.84,日上集团
600713,5.52,90,重仓出击 (放量回踩完美),0.55,南京医药
605007,13.46,90,重仓出击 (放量回踩完美),0.98,五洲特纸
002243,11.41,90,重仓出击 (放量回踩完美),6.74,力合科创
603058,9.66,90,重仓出击 (放量回踩完美),0.31,永吉股份
002637,10.4,90,重仓出击 (放量回踩完美),0.87,赞宇科技
600706,11.1,90,重仓出击 (放量回踩完美),1.28,曲江文旅
002136,12.58,90,重仓出击 (放量回踩完美),0.72,安 纳 达
002691,8.95,90,重仓出击 (放量回踩完美),1.94,冀凯股份
002491,6.16,90,重仓出击 (放量回踩完美),0.65,通鼎互联
600858,6.99,90,重仓出击 (放量回踩完美),10.08,银座股份
002515,6.25,90,重仓出击 (放量回踩完美),0.32,金字火腿
600859,15.6,90,重仓出击 (放量回踩完美),1.96,王府井
600138,9.98,90,重仓出击 (放量回踩完美),1.11,中青旅
601038,14.24,90,重仓出击 (放量回踩完美),0.49,一拖股份
603709,16.97,90,重仓出击 (放量回踩完美),0.83,中源家居
600916,8.2,90,重仓出击 (放量回踩完美),0.49,中国黄金
600679,13.54,90,重仓出击 (放量回踩完美),0.37,上海凤凰
603112,17.66,90,重仓出击 (放量回踩完美),2.73,华翔股份
000953,7.35,90,重仓出击 (放量回踩完美),0.82,河化股份
000407,5.05,90,重仓出击 (放量回踩完美),2.23,胜利股份
603703,17.18,90,重仓出击 (放量回踩完美),3.0,盛洋科技
002846,16.68,90,重仓出击 (放量回踩完美),0.48,英联股份
600814,8.47,90,重仓出击 (放量回踩完美),5.61,杭州解百
688306,11.8,90,重仓出击 (放量回踩完美),0.51,均普智能
002245,18.07,90,重仓出击 (放量回踩完美),0.78,蔚蓝锂芯
002327,6.71,90,重仓出击 (放量回踩完美),0.15,富安娜
605055,10.12,90,重仓出击 (放量回踩完美),2.22,迎丰股份
600712,6.94,90,重仓出击 (放量回踩完美),1.17,南宁百货
601098,11.33,90,重仓出击 (放量回踩完美),1.16,中南传媒
603826,17.41,90,重仓出击 (放量回踩完美),0.29,坤彩科技
001330,8.0,90,重仓出击 (放量回踩完美),1.91,博纳影业
603116,6.79,90,重仓出击 (放量回踩完美),7.61,红蜻蜓
002166,8.65,90,重仓出击 (放量回踩完美),2.25,莱茵生物
002655,13.2,90,重仓出击 (放量回踩完美),2.01,共达电声
000995,12.84,90,重仓出击 (放量回踩完美),1.34,皇台酒业
688310,16.13,90,重仓出击 (放量回踩完美),1.13,迈得医疗
002511,8.38,90,重仓出击 (放量回踩完美),1.09,中顺洁柔
002278,14.01,90,重仓出击 (放量回踩完美),9.97,神开股份
000719,12.29,90,重仓出击 (放量回踩完美),1.4,中原传媒
605122,12.83,90,重仓出击 (放量回踩完美),1.42,四方新材
600158,8.9,90,重仓出击 (放量回踩完美),1.6,中体产业
002276,17.03,90,重仓出击 (放量回踩完美),1.07,万马股份
603053,9.87,90,重仓出击 (放量回踩完美),1.02,成都燃气
000048,15.83,90,重仓出击 (放量回踩完美),3.13,京基智农
603587,13.23,90,重仓出击 (放量回踩完美),1.07,地素时尚
600638,6.76,90,重仓出击 (放量回踩完美),1.65,新黄浦
600007,19.95,90,重仓出击 (放量回踩完美),1.68,中国国贸
603819,12.11,90,重仓出击 (放量回踩完美),0.08,神力股份
603949,18.74,90,重仓出击 (放量回踩完美),1.46,雪龙集团
002461,9.53,90,重仓出击 (放量回踩完美),0.95,珠江啤酒
000505,7.9,90,重仓出击 (放量回踩完美),0.77,京粮控股
002348,5.98,90,重仓出击 (放量回踩完美),1.87,高乐股份
603085,12.3,90,重仓出击 (放量回踩完美),1.32,天成自控
600429,5.24,90,重仓出击 (放量回踩完美),0.58,三元股份
603886,13.78,90,重仓出击 (放量回踩完美),1.32,元祖股份
001217,13.43,90,重仓出击 (放量回踩完美),0.52,华尔泰
603836,13.75,90,重仓出击 (放量回踩完美),0.36,海程邦达
603717,7.82,90,重仓出击 (放量回踩完美),0.26,天域生物
001236,10.81,90,重仓出击 (放量回踩完美),1.22,弘业期货
000886,6.58,90,重仓出击 (放量回踩完美),1.39,海南高速
002537,9.03,90,重仓出击 (放量回踩完美),2.15,海联金汇
600398,6.15,90,重仓出击 (放量回踩完美),0.33,海澜之家
600415,16.48,90,重仓出击 (放量回踩完美),1.79,小商品城
002731,12.76,90,重仓出击 (放量回踩完美),1.43,萃华珠宝
603708,12.14,90,重仓出击 (放量回踩完美),2.45,家家悦
002824,19.49,90,重仓出击 (放量回踩完美),1.99,和胜股份
605500,8.96,90,重仓出击 (放量回踩完美),0.9,森林包装
600728,7.15,90,重仓出击 (放量回踩完美),6.24,佳都科技
002067,5.56,90,重仓出击 (放量回踩完美),0.91,景兴纸业
001318,15.73,90,重仓出击 (放量回踩完美),1.16,阳光乳业
600004,9.46,90,重仓出击 (放量回踩完美),0.11,白云机场
600817,11.26,90,重仓出击 (放量回踩完美),0.45,宇通重工
603357,8.25,90,重仓出击 (放量回踩完美),0.36,设计总院
000796,6.61,90,重仓出击 (放量回踩完美),0.15,凯撒旅业
002233,9.03,90,重仓出击 (放量回踩完美),0.78,塔牌集团
600152,7.55,90,重仓出击 (放量回踩完美),1.21,维科技术
603366,9.71,90,重仓出击 (放量回踩完美),0.41,日出东方
002117,12.1,90,重仓出击 (放量回踩完美),0.17,东港股份
000419,6.56,90,重仓出击 (放量回踩完美),2.02,通程控股
605299,11.68,90,重仓出击 (放量回踩完美),1.3,舒华体育
603015,17.11,90,重仓出击 (放量回踩完美),10.03,弘讯科技
603681,19.19,90,重仓出击 (放量回踩完美),1.05,永冠新材
000417,8.26,90,重仓出击 (放量回踩完美),5.09,合百集团
603958,13.3,90,重仓出击 (放量回踩完美),0.08,哈森股份
002169,12.2,90,重仓出击 (放量回踩完美),2.43,智光电气
002765,13.23,90,重仓出击 (放量回踩完美),1.93,蓝黛科技
603093,19.84,90,重仓出击 (放量回踩完美),0.46,南华期货
603585,19.5,90,重仓出击 (放量回踩完美),0.26,苏利股份
603214,17.31,90,重仓出击 (放量回踩完美),0.82,爱婴室
002105,7.37,90,重仓出击 (放量回踩完美),0.96,信隆健康
603990,15.69,90,重仓出击 (放量回踩完美),3.77,麦迪科技
603718,6.48,90,重仓出击 (放量回踩完美),0.78,海利生物
601566,13.69,90,重仓出击 (放量回踩完美),1.48,九牧王
603300,8.05,90,重仓出击 (放量回踩完美),4.01,海南华铁
600810,9.23,90,重仓出击 (放量回踩完美),2.9,神马股份
002871,19.04,90,重仓出击 (放量回踩完美),4.44,伟隆股份
001299,12.86,90,重仓出击 (放量回踩完美),0.55,美能能源
002098,10.09,90,重仓出击 (放量回踩完美),1.41,浔兴股份
603660,11.43,90,重仓出击 (放量回踩完美),2.7,苏州科达
000670,7.73,90,重仓出击 (放量回踩完美),4.74,盈方微
603162,12.55,90,重仓出击 (放量回踩完美),1.13,海通发展
002221,8.32,90,重仓出击 (放量回踩完美),2.59,东华能源
002930,11.16,90,重仓出击 (放量回踩完美),2.67,宏川智慧
000810,12.51,90,重仓出击 (放量回踩完美),1.3,创维数字
600738,5.28,90,重仓出击 (放量回踩完美),2.33,丽尚国潮
002960,11.34,90,重仓出击 (放量回踩完美),0.71,青鸟消防
603535,10.58,90,重仓出击 (放量回踩完美),1.05,嘉诚国际
600861,18.27,90,重仓出击 (放量回踩完美),0.66,北京人力
000759,8.19,90,重仓出击 (放量回踩完美),4.07,中百集团
002512,6.93,90,重仓出击 (放量回踩完美),10.0,达华智能
600025,9.15,90,重仓出击 (放量回踩完美),0.33,华能水电
603165,12.76,90,重仓出击 (放量回踩完美),0.16,荣晟环保
603123,15.14,90,重仓出击 (放量回踩完美),2.09,翠微股份
600028,6.16,90,重仓出击 (放量回踩完美),1.48,中国石化
002152,13.71,90,重仓出击 (放量回踩完美),1.48,广电运通
601857,9.87,90,重仓出击 (放量回踩完美),0.71,中国石油
600376,6.28,90,重仓出击 (放量回踩完美),0.96,首开股份
600737,17.24,90,重仓出击 (放量回踩完美),2.19,中粮糖业
601968,5.51,90,重仓出击 (放量回踩完美),3.96,宝钢包装
603915,18.1,90,重仓出击 (放量回踩完美),0.56,国茂股份
600846,14.25,90,重仓出击 (放量回踩完美),1.42,同济科技
600820,6.53,90,重仓出击 (放量回踩完美),0.31,隧道股份
603182,15.81,90,重仓出击 (放量回踩完美),0.51,嘉华股份
002205,13.92,90,重仓出击 (放量回踩完美),0.94,国统股份
688201,15.12,90,重仓出击 (放量回踩完美),1.96,信安世纪
002215,10.94,90,重仓出击 (放量回踩完美),0.46,诺 普 信
001300,16.78,90,重仓出击 (放量回踩完美),0.78,三柏硕
000919,7.85,90,重仓出击 (放量回踩完美),1.42,金陵药业
000017,7.99,90,重仓出击 (放量回踩完美),1.14,深中华A
603276,17.19,90,重仓出击 (放量回踩完美),0.64,恒兴新材
600493,7.41,90,重仓出击 (放量回踩完美),0.27,凤竹纺织
002892,13.38,90,重仓出击 (放量回踩完美),0.9,科力尔
605369,19.72,90,重仓出击 (放量回踩完美),1.13,拱东医疗
600250,11.77,90,重仓出击 (放量回踩完美),1.47,南京商旅
002235,10.75,90,重仓出击 (放量回踩完美),5.19,安妮股份
002530,10.84,90,重仓出击 (放量回踩完美),2.17,金财互联
603230,12.93,90,重仓出击 (放量回踩完美),1.57,内蒙新华
600682,8.9,90,重仓出击 (放量回踩完美),1.14,南京新百
605377,8.44,80,重仓出击 (放量回踩完美),-0.24,华旺科技
601118,5.86,80,重仓出击 (放量回踩完美),-0.17,海南橡胶
002100,7.31,80,重仓出击 (放量回踩完美),-0.41,天康生物
603209,15.25,80,重仓出击 (放量回踩完美),0.0,兴通股份
003036,15.91,80,重仓出击 (放量回踩完美),-0.31,泰坦股份
601008,5.26,80,重仓出击 (放量回踩完美),0.0,连云港
600746,7.09,80,重仓出击 (放量回踩完美),0.0,江苏索普
002209,16.4,80,重仓出击 (放量回踩完美),-0.85,达 意 隆
000551,14.9,80,重仓出击 (放量回踩完美),-0.2,创元科技
001313,7.33,80,重仓出击 (放量回踩完美),-0.27,粤海饲料
002749,13.25,80,重仓出击 (放量回踩完美),-0.15,国光股份
000716,6.29,80,重仓出击 (放量回踩完美),0.0,黑芝麻
003003,13.5,80,重仓出击 (放量回踩完美),-0.74,天元股份
603079,18.3,80,重仓出击 (放量回踩完美),-0.22,圣达生物
002596,5.0,80,重仓出击 (放量回踩完美),-0.79,海南瑞泽
600573,11.93,80,重仓出击 (放量回踩完美),0.0,惠泉啤酒
601229,9.91,80,重仓出击 (放量回踩完美),-0.4,上海银行
002026,14.89,80,重仓出击 (放量回踩完美),-1.06,山东威达
000529,6.03,80,重仓出击 (放量回踩完美),0.0,广弘控股
605300,11.82,80,重仓出击 (放量回踩完美),0.0,佳禾食品
601636,6.36,80,重仓出击 (放量回踩完美),-0.47,旗滨集团
600163,5.53,80,重仓出击 (放量回踩完美),-0.18,中闽能源
603128,6.05,80,重仓出击 (放量回踩完美),0.0,华贸物流
002678,5.44,80,重仓出击 (放量回踩完美),0.0,珠江钢琴
603586,19.13,80,重仓出击 (放量回踩完美),-0.42,金麒麟
000985,19.82,80,重仓出击 (放量回踩完美),-0.1,大庆华科
003016,9.61,80,重仓出击 (放量回踩完美),-1.03,欣贺股份
603385,6.81,80,重仓出击 (放量回踩完美),0.0,惠达卫浴
002818,11.21,80,重仓出击 (放量回踩完美),-0.18,富森美
605056,16.75,80,重仓出击 (放量回踩完美),-0.12,咸亨国际
601111,8.98,80,重仓出击 (放量回踩完美),-1.64,中国国航
000695,13.63,80,重仓出击 (放量回踩完美),-0.44,滨海能源
002078,15.7,80,重仓出击 (放量回踩完美),-1.38,太阳纸业
002035,6.26,80,重仓出击 (放量回踩完美),0.0,华帝股份
600388,16.2,80,重仓出击 (放量回踩完美),-0.8,龙净环保
603277,16.76,80,重仓出击 (放量回踩完美),0.0,银都股份
000301,10.67,80,重仓出击 (放量回踩完美),-1.02,东方盛虹
601825,9.03,80,重仓出击 (放量回踩完美),-0.55,沪农商行
601665,5.63,80,重仓出击 (放量回踩完美),-0.88,齐鲁银行
600869,10.56,80,重仓出击 (放量回踩完美),-3.3,远东股份
605189,15.58,80,重仓出击 (放量回踩完美),-0.13,富春染织
002928,10.81,80,重仓出击 (放量回踩完美),-1.1,华夏航空
603225,19.92,80,重仓出击 (放量回踩完美),-0.9,新凤鸣
603890,16.35,80,重仓出击 (放量回踩完美),-0.67,春秋电子
603408,13.02,80,重仓出击 (放量回踩完美),-0.69,建霖家居
603421,7.21,80,重仓出击 (放量回踩完美),-1.23,鼎信通讯
002769,11.36,80,重仓出击 (放量回踩完美),-0.96,普路通
600115,5.98,80,重仓出击 (放量回踩完美),-3.24,中国东航
002636,16.67,80,重仓出击 (放量回踩完美),-0.54,金安国纪
000703,10.49,80,重仓出击 (放量回踩完美),-1.41,恒逸石化
000955,5.92,80,重仓出击 (放量回踩完美),0.0,欣龙控股
000967,7.13,80,重仓出击 (放量回踩完美),-0.7,盈峰环境
603098,13.94,80,重仓出击 (放量回踩完美),-1.06,森特股份
603817,7.08,80,重仓出击 (放量回踩完美),-0.42,海峡环保
601279,5.08,80,重仓出击 (放量回踩完美),-0.39,英利汽车
603618,8.41,80,重仓出击 (放量回踩完美),-0.24,杭电股份
603936,12.83,80,重仓出击 (放量回踩完美),-0.16,博敏电子
002748,12.64,80,重仓出击 (放量回踩完美),-0.32,世龙实业
600843,12.22,80,重仓出击 (放量回踩完美),0.0,上工申贝
000590,11.57,80,重仓出击 (放量回踩完美),-0.26,启迪药业
600179,5.15,70,轻仓试错 (缩量形态确立),0.59,安通控股
603879,7.29,70,轻仓试错 (缩量形态确立),1.67,永悦科技
600578,5.45,70,轻仓试错 (缩量形态确立),0.93,京能电力
603187,15.68,70,轻仓试错 (缩量形态确立),0.26,海容冷链
600586,6.1,70,轻仓试错 (缩量形态确立),0.16,金晶科技
600927,16.05,70,轻仓试错 (缩量形态确立),1.78,永安期货
000571,6.13,70,轻仓试错 (缩量形态确立),2.34,新大洲A
601969,11.53,70,轻仓试错 (缩量形态确立),0.44,海南矿业
002094,7.6,70,轻仓试错 (缩量形态确立),0.4,青岛金王
603332,13.73,70,轻仓试错 (缩量形态确立),0.22,苏州龙杰
603959,5.87,70,轻仓试错 (缩量形态确立),0.34,百利科技
603386,15.98,70,轻仓试错 (缩量形态确立),1.85,骏亚科技
002188,6.38,70,轻仓试错 (缩量形态确立),0.79,中天服务
000978,7.16,70,轻仓试错 (缩量形态确立),0.56,桂林旅游
002763,7.57,70,轻仓试错 (缩量形态确立),0.66,汇洁股份
001965,9.8,70,轻仓试错 (缩量形态确立),0.2,招商公路
002752,6.98,70,轻仓试错 (缩量形态确立),0.29,昇兴股份
002909,7.25,70,轻仓试错 (缩量形态确立),1.26,集泰股份
600719,6.22,70,轻仓试错 (缩量形态确立),0.16,大连热电
600012,14.63,70,轻仓试错 (缩量形态确立),0.9,皖通高速
601212,5.92,70,轻仓试错 (缩量形态确立),1.72,白银有色
600233,16.55,70,轻仓试错 (缩量形态确立),0.36,圆通速递
002284,15.52,60,暂时观察,-0.7,亚太股份
000582,9.51,60,暂时观察,-0.21,北部湾港
600279,5.49,60,暂时观察,-0.18,重庆港
002571,12.91,60,暂时观察,-1.45,德力股份
600755,7.08,60,暂时观察,-0.28,厦门国贸
000632,5.66,60,暂时观察,-1.22,三木集团
605069,15.28,60,暂时观察,-0.97,正和生态
002805,17.47,60,暂时观察,-0.63,丰元股份
000735,8.55,60,暂时观察,-1.04,罗 牛 山
000572,7.62,60,暂时观察,0.0,海马汽车
601133,16.88,60,暂时观察,-0.88,柏诚股份
605108,19.57,60,暂时观察,0.0,同庆楼
603311,14.7,60,暂时观察,-0.41,金海高科
002800,16.02,60,暂时观察,-0.12,天顺股份
600234,12.59,60,暂时观察,-0.47,科新发展
002295,12.7,60,暂时观察,-0.78,精艺股份
000546,6.61,60,暂时观察,-1.49,金圆股份
603095,16.84,60,暂时观察,0.0,越剑智能
002272,16.7,60,暂时观察,0.0,川润股份
002560,10.16,60,暂时观察,-0.78,通达股份
600236,8.12,60,暂时观察,-0.49,桂冠电力
600336,8.31,60,暂时观察,-0.48,澳柯玛
600548,8.79,60,暂时观察,-0.23,深高速
600232,8.33,60,暂时观察,-2.23,金鹰股份
000888,13.25,60,暂时观察,0.0,峨眉山Ａ
002951,14.9,60,暂时观察,-0.2,金时科技
600011,7.38,60,暂时观察,-0.14,华能国际
